Search,Study,Experiment,Dataset,Reference,Type,Culture,Mixed culture species IDs (strains),ID,Strain,Order,Family,Genus,Species,Growth medium,Type of fermentation,Final electron acceptor,Initial pH,Fermentation products listed,(An)aerobic?,Test temp (K),Variable 2,Variable 2 value,Variable 2 units,Variable 3,Variable 3 value,Variable 3 units,Rate_type,Rate,Rate units,1_kT,ln_rate
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,301.2048193,,,,,,,Specific lactate production rate,17.71479206,mmol/gdwt*h,38.52849019,2.8744
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,300.0570108,,,,,,,Specific lactate production rate,15.8441445,mmol/gdwt*h,38.67587328,2.7628
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,299.0698926,,,,,,,Specific lactate production rate,14.70812409,mmol/gdwt*h,38.80352791,2.6884
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,298.0181791,,,,,,,Specific lactate production rate,13.40060694,mmol/gdwt*h,38.94046652,2.5953
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,297.1238412,,,,,,,Specific lactate production rate,11.98552894,mmol/gdwt*h,39.05767669,2.4837
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,296.1558965,,,,,,,Specific lactate production rate,10.71988041,mmol/gdwt*h,39.18533132,2.3721
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,295.0461747,,,,,,,Specific lactate production rate,9.411195583,mmol/gdwt*h,39.33271441,2.2419
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,294.0225221,,,,,,,Specific lactate production rate,8.261449034,mmol/gdwt*h,39.46965301,2.1116
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,293.0746461,,,,,,,Specific lactate production rate,7.813085842,mmol/gdwt*h,39.59730765,2.0558
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,292.0646047,,,,,,,Specific lactate production rate,7.252889927,mmol/gdwt*h,39.73424626,1.9814
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,291.0615013,,,,,,,Specific lactate production rate,6.134938171,mmol/gdwt*h,39.87118487,1.814
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,289.9895604,,,,,,,Specific lactate production rate,5.093167828,mmol/gdwt*h,40.01856794,1.6279
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,289.0340482,,,,,,,Specific lactate production rate,4.55533922,mmol/gdwt*h,40.15086457,1.5163
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,288.0848122,,,,,,,Specific lactate production rate,4.308113046,mmol/gdwt*h,40.28316119,1.4605
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,287.0016933,,,,,,,Specific lactate production rate,3.746791973,mmol/gdwt*h,40.43518626,1.3209
6,21,21-A,21-A-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,286.000286,,,,,,,Specific lactate production rate,3.576554833,mmol/gdwt*h,40.57676686,1.2744
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,301.0506668,,,,,,,Specific growth,0.228070611,/h,38.54821864,-1.478100001
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,300.0210015,,,,,,,Specific growth,0.194679629,/h,38.68051526,-1.6364
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,298.9983555,,,,,,,Specific growth,0.179084055,/h,38.81281188,-1.719900002
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,298.0537093,,,,,,,Specific growth,0.164721353,/h,38.93582453,-1.803500002
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,297.0797065,,,,,,,Specific growth,0.150123048,/h,39.06347917,-1.896300001
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,296.0419195,,,,,,,Specific growth,0.130562923,/h,39.20041778,-2.0359
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,295.0461747,,,,,,,Specific growth,0.110416025,/h,39.33271441,-2.203500002
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,294.0225221,,,,,,,Specific growth,0.102529984,/h,39.46965301,-2.277599996
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,293.031706,,,,,,,Specific growth,0.099748825,/h,39.60311014,-2.305100003
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,291.9878533,,,,,,,Specific growth,0.08515348,/h,39.74469073,-2.463300004
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,291.0530299,,,,,,,Specific growth,0.074757929,/h,39.87234536,-2.593499999
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,290.0147908,,,,,,,Specific growth,0.062630682,/h,40.01508645,-2.770499993
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,288.9922839,,,,,,,Specific growth,0.05550401,/h,40.15666705,-2.891300009
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,288.0765131,,,,,,,Specific growth,0.052507461,/h,40.28432169,-2.946800005
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,286.9934565,,,,,,,Specific growth,0.044824519,/h,40.43634676,-3.10499999
6,21,21-A,21-A-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Lactobacillus paracasei,E1H3,Lactobacillales,Lactobacillaceae,Lactobacillus,paracasei,Lactose,Continuous flow,,,,Anaerobic*,286.0575548,,,,,,,Specific growth,0.042011999,/h,40.56864338,-3.169800011
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,317.158262,,,,,,,Specific lactate production rate,128.8436946,mmol/gdwt*h,36.59046071,4.8586
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,316.1855377,,,,,,,Specific lactate production rate,114.1713055,mmol/gdwt*h,36.70302889,4.7377
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,315.1690882,,,,,,,Specific lactate production rate,96.53445584,mmol/gdwt*h,36.82139956,4.5699
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,314.1196796,,,,,,,Specific lactate production rate,87.15603343,mmol/gdwt*h,36.94441221,4.4677
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,313.1262525,,,,,,,Specific lactate production rate,88.02316337,mmol/gdwt*h,37.06162237,4.4776
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,312.0903814,,,,,,,Specific lactate production rate,82.5001408,mmol/gdwt*h,37.18463502,4.4128
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,311.2356054,,,,,,,Specific lactate production rate,77.30046723,mmol/gdwt*h,37.28675873,4.3477
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,310.2121851,,,,,,,Specific lactate production rate,69.79762616,mmol/gdwt*h,37.40977139,4.2456
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,308.9948398,,,,,,,Specific lactate production rate,63.61186439,mmol/gdwt*h,37.55715446,4.1528
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,308.0714726,,,,,,,Specific lactate production rate,60.17758856,mmol/gdwt*h,37.66972264,4.0973
6,21,21-B,21-B-01,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,307.1536075,,,,,,,Specific lactate production rate,50.88153054,mmol/gdwt*h,37.78229082,3.9295
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,316.1355589,,,,,,,Specific growth,1.750847576,/h,36.70883138,0.5601
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,315.089643,,,,,,,Specific growth,1.522722727,/h,36.83068353,0.4205
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,314.0802161,,,,,,,Specific growth,1.4138267,/h,36.94905419,0.3463
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,313.1262525,,,,,,,Specific growth,1.312587001,/h,37.06162237,0.272
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,312.0903814,,,,,,,Specific growth,1.196140352,/h,37.18463502,0.1791
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,311.1484489,,,,,,,Specific growth,1.131563155,/h,37.29720321,0.1236
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,310.0871345,,,,,,,Specific growth,0.965895141,/h,37.42485784,-0.0347
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,308.9948398,,,,,,,Specific growth,0.855901483,/h,37.55715446,-0.155599999
6,21,21-B,21-B-02,"Adamberg K, Kask S, Laht TM, Paalme T (2003).  The effect of temperature and pH on the growth of lactic acid bacteria: a pH-auxostat study.  International Journal of Food Microbiology 85(1-2):171-183.",Fermenter,Pure,,Streptococcus salivarius subsp. thermophilus,St20,Lactobacillales,Streptococcaceae,Streptococcus,salivarius,Lactose,Continuous flow,,,,Anaerobic*,308.033514,,,,,,,Specific growth,0.787257415,/h,37.67436463,-0.2392
6,24,24-A,24-A-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga naphthophila,RKU-10T,Thermotogales,Thermotogaceae,Thermotoga,naphthophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,322.407,,,,,,,Specific growth,0.044,/h,35.99477346,-3.123565645
6,24,24-A,24-A-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga naphthophila,RKU-10T,Thermotogales,Thermotogaceae,Thermotoga,naphthophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,327.4585,,,,,,,Specific growth,0.1176,/h,35.43950432,-2.140466244
6,24,24-A,24-A-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga naphthophila,RKU-10T,Thermotogales,Thermotogaceae,Thermotoga,naphthophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,332.5121,,,,,,,Specific growth,0.2187,/h,34.90088609,-1.520054351
6,24,24-A,24-A-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga naphthophila,RKU-10T,Thermotogales,Thermotogaceae,Thermotoga,naphthophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,337.2627,,,,,,,Specific growth,0.3566,/h,34.40928074,-1.031140574
6,24,24-A,24-A-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga naphthophila,RKU-10T,Thermotogales,Thermotogaceae,Thermotoga,naphthophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,342.3213,,,,,,,Specific growth,0.522,/h,33.90080292,-0.650087691
6,24,24-B,24-B-01,"Takahata Y, Nishijima M, Hoaki T, Maruyama T (2001).  Thermotoga petrophila sp. nov. and Thermotoga naphthophila sp nov., two hyperthermophilic bacteria from the Kubiki oil reservoir in Niigata, Japan.  Internation Journal of Systematic and Evolutionary Microbiology 51(5):1901-1909.",Fermenter,Pure,,Thermotoga petrophila,RKU-1T,Thermotogales,Thermotogaceae,Thermotoga,petrophila,YE,Batch fermentation,,7,"Hydrogen, carbon dioxide, organic acids",Anaerobic,332.5146,,,,,,,Specific growth,0.2509,/h,34.90062369,-1.382700826
